Campname,Outcomes Dropdown,Total PPE
CRANDALL MIDDLE,0.41,8555.229676
COYOTE RIDGE EL,0.52,8798.738285
COX INT,0.64,7269.803839
COWAN EL,0.61,9203.104156
COVINGTON MIDDLE,0.39,11532.63238
COTTONWOOD CREEK EL,0.45,9679.887372
CORSICANA MIDDLE,0.42,10267.19486
CORONADO MIDDLE,0.31,9067.239591
CORNELIUS EL,0.52,7795.061799
CORINA PENA EL,0.39,10048.09454
COREY FINE ARTS / DUAL LANGUAGE AC,0.6,8851.32536
CORBELL EL,0.57,7628.591154
CORA THOMAS EL,0.5,9666.294623
CORA SPENCER EL,0.72,8279.496031
COPPERFIELD EL,0.48,7591.894746
COPPERAS COVE J H,0.43,8842.477527
COOP EL,0.43,8276.862368
COOK JR EL,0.31,8619.685518
CONNALLY HIGH SCHOOL,0.36,12786.50893
CONDIT EL,0.73,7828.998651
COMSTOCK EL,0.71,7289.25413
COMO-PICKTON SCHOOL,0.44,10306.64141
COMMUNITY H S,0.56,10180.51464
COMANCHE SPRINGS EL,0.5,7836.963092
COMANCHE EL,0.41,8620.50402
COLUMBUS EL,0.47,8202.735205
COLUMBIA H S,0.44,10366.30065
COLT EL,0.47,9573.602995
COLORADO EL AND MIDDLE,0.37,8596.897473
COLONY MEADOWS EL,0.78,9192.238388
COLONIES NORTH EL,0.35,10609.37526
COLONIAL HILLS EL,0.35,10727.30692
COLLINS-PARR EL,0.27,9885.407762
COLLINS INT,0.8,7237.206295
COLLEYVILLE MIDDLE,0.74,9856.458988
COLLEGIATE ACADEMY,0.24,9701.909736
COLLEGE STATION MIDDLE,0.61,10266.35112
COLLEGE HILLS EL,0.36,9513.059703
COLIN L POWELL EL,0.45,8740.871204
COLE EL,0.62,8155.071733
COKER EL,0.46,8516.18302
COGGIN INT,0.41,7953.575049
CODY EL,0.33,9813.847467
COAKLEY MIDDLE,0.49,10860.96194
CLUTE INT,0.33,9994.678778
CLOVERLEAF EL,0.45,10395.36215
CLINTON P RUSSELL EL,0.35,9454.983414
CLINT H S,0.52,11091.9946
CLIFTON MIDDLE,0.26,8772.815516
CLIFFORD DAVIS EL,0.28,9507.436241
CLEAR SPRING EL,0.45,7755.857764
CLEAR CREEK INT,0.44,9394.984217
CLEAR CREEK EL,0.57,9039.29788
CLAYTON EL,0.78,9002.111311
CLARK MIDDLE,0.66,9544.523935
CLARK MIDDLE,0.48,10224.99685
CLARK J H,0.61,7831.631563
CLARK INT,0.28,9084.331439
CLARK INT,0.74,6994.980254
CLARK EL,0.47,9521.298944
CLARK EL,0.5,9309.698906
CLARA LOVE EL,0.46,8876.104142
CLACK MIDDLE,0.39,8196.612331
CITY VIEW EL,0.34,9535.15626
CIMARRON EL,0.48,9694.191229
CIMARRON EL,0.5,9914.179732
CIBOLO CREEK EL,0.64,7435.049823
CHRISTINE CAMACHO EL,0.36,8718.821517
CHRISTIE EL,0.5,11133.90585
CHISHOLM TRAIL INT,0.47,9191.172881
CHISHOLM TRAIL EL,0.37,7891.681826
CHISHOLM RIDGE,0.42,8429.2822
CHINA SPRING INT,0.57,7571.36553
CHINA SPRING H S,0.67,9009.492221
CHINA SPRING EL,0.59,7821.357732
CHET BURCHETT EL,0.43,9983.344558
CHERRY EL,0.36,9444.199111
CHERI COX EL,0.61,8217.797165
CHARLES GRAEBNER EL,0.35,9626.808861
CHARLES BORCHERS EL,0.58,9251.918291
CHARLES A GILL EL,0.55,9538.554813
CHARLES A FORBES MIDDLE,0.36,10882.07196
CHAPEL HILL MIDDLE,0.33,9220.537372
CHANDLER EL,0.4,8360.613882
CHAMPION EL,0.53,8654.597702
CHAMBERS EL,0.37,10190.05047
CHALLENGER EL,0.57,8821.021274
CESAR CHAVEZ MIDDLE,0.47,10777.49529
CESAR CHAVEZ MIDDLE,0.28,9724.352168
CESAR CHAVEZ LEARNING CENTER,0.43,11611.00297
CESAR CHAVEZ EL,0.38,8850.974057
CENTRAL MIDDLE,0.34,12788.51336
CENTRAL MIDDLE,0.44,9935.218137
CENTRAL EL,0.43,8592.213247
CENTRAL EL,0.57,8696.187656
CENTER H S,0.49,11802.7444
CENTENNIAL EL,0.34,7337.189092
CELINA J H,0.68,8859.598616
CELINA H S,0.67,9597.487134
CELIA HAYS EL,0.7,8466.614745
CEDRIC C SMITH,0.48,8953.342259
CEDAR VALLEY EL,0.51,8420.282045
CEDAR CREEK EL,0.36,9093.069098
CEDAR BROOK EL,0.39,9768.417553
CATHERINE BELL EL,0.38,7288.512787
CASTROVILLE EL,0.62,8317.080896
CASTLEMAN CREEK EL,0.49,7909.503562
CASTLEBERRY EL,0.4,8558.214276
CASTLE HILLS EL,0.8,7642.02305
CASIS EL,0.76,8582.297768
CASH EL,0.63,9222.437724
CASEY EL,0.38,9695.761702
CASA VIEW EL,0.56,9693.116239
CARVER H S FOR APPLIED TECH/ENGINE,0.49,11107.89396
CARVER EL,0.45,10493.82539
CARVER EL,0.33,8489.129511
CARTHAGE H S,0.64,12188.38693
CARTER PARK EL,0.27,8794.967489
CARTER LOMAX MIDDLE,0.58,9969.686594
CARTER ACADEMY,0.38,9183.554745
CARROLL T WELCH EL,0.36,8820.845513
CARROLL MIDDLE,0.87,10213.45915
CARROLL EL,0.31,8204.95877
CARRIZO SPRINGS EL,0.49,9645.847578
CARPENTER MIDDLE,0.44,11210.3961
CARPENTER HILL EL,0.66,7607.698155
CARPENTER ELEMENTARY,0.5,9461.792108
CAROLYN G BUKHAIR EL,0.28,11340.56504
CAROLEE BOOKER ELEMENTARY,0.35,9726.76987
CARNEGIE VANGUARD H S,0.99,6978.255623
CARMEN V AVILA EL,0.44,9523.514424
CARLOS COON EL,0.31,9159.241701
CARLISLE SCHOOL,0.3,11113.14425
CARLENA CHANDLER EL,0.71,9167.80597
CARL E SCHLUTER EL,0.56,8359.165397
CAPROCK EL,0.45,9416.918393
CANYON RIDGE EL,0.69,8781.002368
CANYON POINTE EL,0.69,7829.225435
CANYON MIDDLE,0.52,9375.610252
CANYON J H,0.59,7519.909952
CANYON INT,0.65,7008.457942
CANYON HILLS MIDDLE,0.3,9404.786155
CANUTILLO MIDDLE,0.46,10350.39804
CANTON H S,0.72,8929.911724
CANTERBURY EL,0.74,8571.009996
CANDLEWOOD EL,0.27,8715.984812
CAMPBELL EL,0.73,9452.667364
CAMINO REAL EL,0.4,8373.142226
CAMEY EL,0.43,8514.245598
CAMBRIDGE EL,0.49,9533.432832
CALK-WILSON EL,0.41,8005.627195
CALHOUN MIDDLE,0.45,11021.8588
CALDWOOD EL,0.26,8486.745085
CALDWELL HEIGHTS EL,0.44,9409.679497
CALDWELL EL,0.49,9642.763998
CALALLEN WOOD RIVER EL,0.65,8866.091597
CALALLEN EAST EL,0.5,9714.058437
C W CLINE EL,0.67,8297.080243
C R CLEMENTS/HOLLIE PARSONS EL,0.47,8012.140526
C J HARRIS EL,0.56,8935.104175
C D LANDOLT EL,0.52,8092.81971
C D FULKES MIDDLE,0.36,9757.518755
C C MASON EL,0.47,9796.430919
C C HARDY EL,0.35,8583.44
BUSH MIDDLE,0.42,9947.7028
BUSH EL,0.35,9832.745171
BUSH EL,0.82,7528.790256
BUSH EL,0.75,7649.871307
BURNS EL,0.56,10327.52019
BURNET MIDDLE,0.34,8909.069437
BURNET EL,0.32,9968.755906
BURKBURNETT MIDDLE,0.36,9234.003763
BUNKER HILL EL,0.69,8515.578804
BUNA EL,0.49,9054.151333
BULLARD H S,0.69,10470.62161
BUENA VISTA EL,0.47,9576.067789
BUDA EL,0.45,8996.488141
BUCKALEW EL,0.8,7799.671421
BRYANT EL,0.65,9083.796652
BRYAN EL,0.43,9135.105215
BRUSHY CREEK EL,0.66,8234.127788
BROWNSBORO H S,0.54,10006.26386
BROWN MIDDLE,0.41,10209.67532
BROWN EL,0.34,10124.55199
BROOKWOOD FOREST EL,0.31,9394.585195
BROOKWOOD EL,0.69,8661.995261
BROOKSIDE INT,0.45,9376.853224
BROOKS-QUINN-JONES EL,0.34,8461.36852
BROOKLINE EL,0.58,8444.254753
BROOKHAVEN EL,0.37,9541.188656
BRITAIN EL,0.31,9977.886538
BRINKER EL,0.7,8913.526328
BRILL EL,0.58,8261.161329
BRIESEMEISTER MIDDLE,0.24,8833.693547
BRIDGEPORT H S,0.55,11300.94946
BRIDGE POINT EL,0.74,9452.845458
BRIDGE CITY MIDDLE,0.5,7499.91605
BRIDGE CITY INT,0.57,7401.765613
BRIDGE CITY H S,0.61,9577.694202
BRIARMEADOW CHARTER,0.64,8761.083594
BRIARHILL MIDDLE,0.66,8736.910207
BRIARGROVE EL,0.52,7287.445193
BRENTWOOD MIDDLE,0.25,9890.347991
BRENTWOOD EL,0.69,9127.383758
BRENTFIELD EL,0.8,7482.449408
BRENHAM MIDDLE,0.52,8087.787698
BRENHAM J H,0.51,9365.848654
BRENHAM EL,0.32,9256.890988
BREEDEN EL,0.61,8715.777688
BRAZOS BEND EL,0.72,9028.836774
BRAUCHLE EL,0.5,8956.157144
BRANDENBURG EL,0.5,9578.874207
BRAEBURN EL,0.41,9691.058391
BRADLEY EL,0.53,7235.698871
BRADFIELD EL,0.81,9880.519903
BOZMAN INT,0.48,8766.398434
BOWIE MIDDLE,0.39,8792.091339
BOWIE INT,0.42,8631.724488
BOWIE EL,0.73,7539.034816
BOWIE EL,0.31,8361.166365
BORGER H S,0.53,12270.47135
BORCHARDT EL,0.82,7037.868071
BOONE EL,0.33,9837.525
BOOKER T WASHINGTON EL,0.23,9606.054133
BONNIE L GARCIA EL,0.55,9095.19864
BONNETTE J H,0.45,10018.70694
BONNER EL,0.36,8940.795675
BONHAM MIDDLE,0.39,8911.973293
BONHAM MIDDLE,0.66,7870.896177
BONHAM EL,0.4,8971.58965
BONHAM EL,0.4,8844.950508
BONHAM EL,0.35,6603.736542
BONHAM EL,0.47,7181.388617
BOLES J H,0.6,12710.79354
BOLDT EL,0.51,7667.741069
BOERNE MIDDLE NORTH,0.62,8037.105479
BOBBY SHAW MIDDLE,0.29,9995.185247
BOALS EL,0.68,7848.301937
BLUEBONNET EL,0.34,8586.008773
BLUE HAZE EL,0.4,7698.956589
BLOCKER MIDDLE,0.45,10363.00514
BLOCK HOUSE CREEK EL,0.56,8374.695734
BLEDSOE EL,0.75,7533.620144
BLAZIER EL,0.57,9370.467427
BLANCO VISTA EL,0.45,8302.071871
BLANCHETTE EL,0.17,8753.164813
BLACKLAND PRAIRIE EL,0.68,7044.521008
BLACKBURN EL,0.54,7058.812562
BLACK EL,0.39,8187.884808
BIRCH EL,0.38,9122.940087
BILLY EARL DADE MIDDLE,0.24,10005.80268
BILLIE STEVENSON EL,0.64,8956.710368
BILL HASSE EL,0.39,9234.216236
BILL BURDEN EL,0.49,8709.781323
BILL BROWN EL,0.65,7676.440204
BIG SPRING J H,0.3,9113.973159
BIG SPRING INT,0.3,7978.494482
BIG COUNTRY EL,0.53,9601.291938
BEVERLY CHEATHAM EL,0.82,8821.770632
BETTYE MYERS MIDDLE,0.43,9837.669693
BETTE PEROT EL,0.7,8575.443826
BESTEIRO MIDDLE,0.4,12615.81648
BEST EL,0.26,10709.90133
BESSIE COLEMAN MIDDLE,0.36,9714.633545
BESS RACE EL,0.39,9733.768929
BERTA S PALACIOS EL,0.48,10242.85154
BERTA CABAZA MIDDLE,0.4,11595.03529
BERRY MILLER J H,0.78,8188.166378
BERRY EL,0.41,8337.715975
BERRY EL,0.27,10067.61593
BERNSHAUSEN EL,0.39,8483.15355
BENTLEY EL,0.66,9565.582548
BENS BRANCH EL,0.51,10257.75947
BENNETT EL,0.65,8896.007824
BENIGNUS EL,0.63,9223.420096
BENFER EL,0.51,8365.879072
BENEKE EL,0.45,9628.544093
BENAVIDES EL,0.58,8437.981016
BELLVILLE H S,0.54,10185.13508
BELLAIRE EL,0.34,9972.21531
BELLAIRE EL,0.41,8494.659206
BELL'S HILL EL,0.5,10153.81791
BELL MANOR EL,0.49,8554.881983
BELL EL,0.36,9397.363696
BEL AIR MIDDLE,0.44,9514.407544
BEHLAU EL,0.42,8474.570912
BEE CAVE EL,0.69,8251.750394
BEDICHEK MIDDLE,0.33,11275.9589
BEDFORD J H,0.76,8965.850383
BEDFORD HEIGHTS EL,0.66,7787.104098
BEBENSEE EL,0.41,8645.669025
BEARD EL,0.72,8479.789574
BEAR CREEK EL,0.34,10792.88252
BEAR CREEK EL,0.57,9760.968146
BEAR BRANCH EL,0.65,8209.035778
BAYSIDE INT,0.58,8116.79319
BAYLOR COLLEGE OF MEDICINE ACADEMY,0.58,9012.659415
BAY EL,0.56,9018.257407
BAY COLONY EL,0.52,9354.762065
BAY CITY J H,0.36,11096.51457
BASTROP MIDDLE,0.35,8659.328512
BASTROP INT,0.39,8724.466324
BASTIAN EL,0.29,8501.204
BASSETT MIDDLE,0.37,9877.468782
BARTON EL,0.36,9485.016136
BARRICK EL,0.32,12187.03203
BARNES EL,0.5,8003.029554
BARKSDALE EL,0.77,8825.114024
BARBERS HILL MIDDLE SOUTH,0.73,10926.49091
BARBERS HILL MIDDLE NORTH,0.67,12322.55133
BARBERS HILL EL NORTH,0.7,10838.71871
BARBARA YARBROUGH EL,0.44,7116.250441
BARBARA WALKER EL,0.42,8289.830377
BARBARA JORDAN INT,0.55,8490.992903
BARBARA JORDAN EL,0.38,9765.448816
BARBARA JORDAN EL,0.43,7861.010571
BARBARA FASKEN EL,0.47,6492.098197
BARBARA FASKEN EL,0.61,9209.978538
BARBARA COCKRELL EL,0.67,8792.475983
BANUELOS EL,0.48,9289.545676
BANDERA H S,0.49,10367.08302
BAMMEL EL,0.26,9076.215826
BALDWIN EL,0.63,8577.686147
BAKER-KOONCE INT,0.36,8550.479503
BAILEY J H,0.59,11956.10064
BAILEY EL,0.44,10170.91572
BAGDAD EL,0.42,10833.79062
B MCDANIEL INT,0.49,9560.036749
B L GRAY J H,0.69,9453.278633
B H HAMBLEN EL,0.46,9483.08158
AUSTIN PARKWAY EL,0.68,9070.732123
AUSTIN MIDDLE,0.44,8134.823768
AUSTIN EL,0.67,9184.989922
AUSTIN EL,0.36,10559.91321
AUGUSTO GUERRA EL,0.46,9557.102915
AUE EL,0.66,8469.732045
AUDIE MURPHY MIDDLE,0.49,8957.668539
AUDIE MURPHY MIDDLE,0.35,11049.64354
AUDELIA CREEK EL,0.3,9130.771677
AUBREY MIDDLE,0.57,7569.416524
AUBREY H S,0.68,10241.75109
ATKINS MIDDLE,0.3,9498.972844
ATHENS MIDDLE,0.38,8519.677178
ATHENS H S,0.42,10165.98101
ASHLEY EL,0.74,7536.862848
ASHFORD EL,0.24,8348.298092
ASHBEL SMITH EL,0.36,10194.6046
ASCHER SILBERSTEIN EL,0.54,9757.235603
ASA E LOW JR INT,0.65,8461.193694
ARTHUR KRAMER EL,0.55,10619.82827
ART AND PAT GOFORTH EL,0.56,8164.901198
ARNOLDO CANTU SR EL,0.54,10126.21614
ARMSTRONG MIDDLE,0.45,11052.64631
ARMSTRONG EL,0.42,9591.779404
ARMANDO CUELLAR MIDDLE,0.41,10495.53378
ARMANDO CHAPA MIDDLE,0.4,8472.059995
ARIZONA FLEMING EL,0.35,10561.65985
ARGYLE MIDDLE,0.7,8930.154573
ARCADIA PARK EL,0.51,10149.27968
ARBOR CREEK MIDDLE,0.65,8586.420412
APOLLO J H,0.56,11056.62621
ANTONIO GONZALEZ MIDDLE,0.52,11442.15162
ANSON JONES EL,0.33,9421.976631
ANNIE WEBB BLANTON EL,0.56,9840.745898
ANNIE PURL EL,0.22,10431.14487
ANNA MIDDLE,0.46,8613.144863
ANNA MAY DAULTON EL,0.71,7457.593015
ANN RICHARDS MIDDLE,0.47,12341.70965
ANN BROCK EL AT OAK GROVE,0.44,7328.400687
ANDERSON EL,0.76,7497.23814
ANDERSON EL,0.32,8345.766475
ANDERSON EL,0.36,9356.44802
ANDERSON EL,0.43,9808.699157
ANDERSON EL,0.29,9193.470655
ANDERSON ACADEMY,0.29,9275.157367
ANAHUAC EL,0.43,8408.893025
AMELIA EL,0.16,7839.30314
AMANDA GARZA-PENA EL,0.48,9837.686292
ALVARADO INT,0.26,8569.898203
ALTON BOYD EL,0.38,11884.53939
ALMEDA EL,0.38,8319.099295
ALLEN & WILLIAM ARNOLD EL,0.49,9602.917104
ALICIA R CHACON,0.68,8647.861352
ALICE PONDER EL,0.53,8482.471662
ALICE D CONTRERAS,0.32,9072.283574
ALFRED SORENSEN EL,0.56,9148.749717
ALEXANDER MIDDLE,0.71,7613.005356
ALEXANDER EL,0.36,9981.081475
ALEX W SPENCE TALENTED/GIFTED ACAD,0.48,9524.756405
ALEX SANGER PREPARATORY SCHOOL,0.53,9468.776772
ALDINE NINTH GRADE,0.46,9244.59027
ALAMO MIDDLE,0.42,12984.85885
ALAMO J H,0.28,7890.765796
ALAMO EL,0.56,9963.316213
AIRPORT EL,0.51,10249.37404
AIKIN EL,0.32,8236.514928
AIKIN EL,0.4,9155.019053
AIKEN EL,0.46,8736.621952
AIDA C ESCOBAR EL,0.58,9404.327882
ADVANCED LEARNING ACADEMY,0.52,11792.57911
ADKINS MIDDLE,0.54,8838.675445
ADELFA BOTELLO CALLEJO EL,0.41,9662.364944
ADAMS MIDDLE,0.22,8966.301174
ADAMS EL,0.4,8226.098712
ADAM EL,0.48,8721.597306
AD WHEAT MIDDLE,0.29,10040.86076
ACTON EL,0.53,7257.446617
ACHZIGER EL,0.41,8043.654931
ACADEMY AT CARRIE F THOMAS,0.53,9613.072016
ABBETT EL,0.51,8293.608939
AB HARRISON INT,0.68,8618.999064
A V CATO EL,0.39,9116.70965
A P SOLIS MIDDLE,0.47,11205.97934
A P BEUTEL EL,0.59,9066.492904
A N RICO EL,0.46,9476.910937
A LEAL JR MIDDLE,0.34,11243.04065
A & M CONSOLIDATED MIDDLE,0.57,9292.105081
ZUNDELOWITZ EL,0.22,8136.619508
ZILKER EL,0.65,9741.963495
ZEFERINO FARIAS EL,0.5,10219.68452
ZAVALA EL,0.53,10396.84794
ZAVALA EL,0.24,10263.80836
ZAVALA EL,0.21,10024.82474
ZAPATA SOUTH EL,0.4,9828.873257
ZACH WHITE EL,0.52,10216.58283
YTURRIA EL,0.63,9015.761185
YSLETA EL,0.5,10875.67773
YOUNG WOMEN'S LEADERSHIP ACADEMY,0.89,10753.05195
YOUNG WOMEN'S LEADERSHIP ACADEMY,0.74,11444.06915
YOUNG WOMEN'S COLLEGE PREP ACADEMY,0.7,8488.166548
YOUNG EL,0.4,9312.966327
YALE EL,0.54,9802.909264
XENIA VOIGT EL,0.34,11047.79863
WYATT EL,0.85,11639.53065
WRIGHT EL,0.33,9642.285889
WRIGHT EL,0.37,9320.705687
WOOTEN EL,0.45,11790.27071
WOOLDRIDGE EL,0.29,11397.2129
WOODWAY EL,0.61,7630.713838
WOODVIEW EL,0.23,11343.17727
WOODROE PETTY EL,0.22,10626.26392
WOODRIDGE EL,0.31,10812.15589
WOODLAWN HILLS EL,0.23,10640.27087
WOODLANDS EL,0.71,7822.907775
WOODLAND SPRINGS EL,0.56,9277.137016
WOODLAND HILLS EL,0.51,10193.03448
WOODLAND HEIGHTS EL,0.44,9539.766565
WOODLAND ACRES MIDDLE,0.44,11448.84604
WOODLAND ACRES EL,0.53,10778.19735
WOODLAKE EL,0.41,8992.821086
WOODEN EL,0.46,8426.695393
WOLFLIN EL,0.51,8309.360754
WISE EL FINE ARTS MAGNET,0.42,9014.245292
WINSTON EL,0.21,10382.77539
WINONA EL,0.39,8754.170409
WINNSBORO H S,0.64,9602.532819
WINNSBORO EL,0.42,8281.54223
WINDSOR PARK G/T,0.95,11099.08406
WINDSOR EL,0.58,9238.016078
WINDSONG INT,0.81,8868.812249
WINDERMERE EL,0.49,10492.09063
WILSON MONTESSORI,0.43,8418.191118
WILSON EL,0.36,10512.2661
WILSON EL,0.44,10003.78416
WILSON EL,0.61,10727.81911
WILSON EL,0.34,10439.22334
WILSON EL,0.38,9259.278893
WILSON EL,0.65,8221.430691
WILLS POINT MIDDLE,0.36,7291.968205
WILLS POINT J H,0.44,8188.987131
WILLS EL,0.54,9188.520636
WILLOW CREEK EL,0.74,9011.062651
WILLOW CREEK EL,0.41,8718.80396
WILLIS LANE EL,0.72,8671.464085
WILLIE BROWN EL,0.67,8728.644037
WILLIAMS MIDDLE,0.21,11300.54281
WILLIAMS ELEMENTARY,0.35,10677.06214
WILLIAMS EL,0.37,10850.43599
WILLIAM VELASQUEZ,0.47,11156.93951
WILLIAM STRIBLING EL,0.52,7746.755308
WILLIAM LIPSCOMB EL,0.44,10753.57852
WILLIAM LEE HASTINGS EL,0.32,8719.188839
WILLIAM C HERRERA EL,0.45,9426.30599
WILLIAM B TRAVIS VANGUARD ACAD OF,0.97,9025.404972
WILDERNESS OAK EL,0.8,8318.482724
WILBUR E LUCAS EL,0.6,11420.96963
WIDEN EL,0.42,12768.7678
WHITTIER EL,0.35,8856.420472
WHITTIER EL,0.55,8430.506778
WHITNEY M YOUNG JR EL,0.29,10034.79885
WHITNEY H S,0.48,11869.01155
WHITLEY ROAD EL,0.42,10044.85016
WHITESIDE EL,0.6,8237.485445
WHITESBORO H S,0.63,11387.99123
WHITE OAK H S,0.71,10820.42557
WHITAKER EL,0.32,10601.67152
WHIDBY EL,0.24,8064.965017
WHEELER SCHOOL,0.47,9242.703863
WHARTON K-8 DUAL LANGUAGE ACADEMY,0.58,8248.295824
WHARTON H S,0.35,12023.85859
WESTWOOD TERRACE EL,0.38,11633.26857
WESTWOOD H S,0.48,10892.5286
WESTWOOD EL,0.31,8598.264247
WESTWOOD EL,0.3,10879.5839
WESTWIND EL,0.4,8323.720032
WESTSIDE EL,0.63,9193.786552
WESTERN PLATEAU EL,0.54,8312.363515
WESTERN HILLS EL,0.37,9211.762883
WESTERN HILLS EL,0.52,11201.5777
WESTER EL,0.27,9141.680271
WESTCREEK EL,0.23,10539.92743
WESTCLIFF EL,0.53,8849.914889
WEST WARD EL,0.21,10699.89169
WEST SIDE EL,0.34,8467.154076
WEST OSO J H,0.33,9984.430834
WEST OSO EL,0.36,9599.331834
WEST ORANGE-STARK MIDDLE,0.24,11879.38288
WEST HURST EL,0.51,8586.783193
WEST HANDLEY EL,0.24,10834.47417
WEST H S,0.61,9632.290283
WEST FOUNDATION EL,0.58,9350.953614
WEST EL,0.42,7892.9733
WEST EL,0.3,9206.367008
WEST CENTRAL EL,0.26,8194.682464
WEST BRAZOS J H,0.34,9581.551134
WELLS EL,0.64,9399.385675
WELLS BRANCH EL,0.35,10848.2265
WELDON EL,0.31,8260.869091
WEINERT EL,0.44,8774.943786
WEDGWOOD 6TH GR SCH,0.25,10540.82793
WEBB EL,0.33,11561.42473
WEAVER EL,0.39,9756.144895
WEATHERFORD EL,0.39,12481.76923
WATSON TECHNOLOGY CENTER,0.64,8101.795721
WATERS EL,0.46,8666.734814
WATERFORD OAKS EL,0.29,8828.665461
WASHINGTON STEM ACADEMY,0.36,7762.355437
WASHINGTON EL,0.58,10593.03322
WARREN EL,0.42,8449.160365
WARE EL,0.34,9064.114234
WARD EL,0.49,7994.003589
WALT DISNEY EL,0.53,10404.93605
WALSH EL,0.65,8892.485065
WALNUT GLEN ACAD FOR EXCEL,0.8,10535.33235
WALNUT CREEK EL,0.47,7857.274683
WALL EL,0.69,10377.34423
WALKER CREEK EL,0.58,8841.660412
WAINWRIGHT EL,0.27,9377.466957
W W BUSHMAN EL,0.46,10720.5444
W R (BILL) FORT EL,0.51,9338.606726
W M PEARCE PRI,0.27,10506.05091
W J TURNER EL,0.32,10435.01644
W F GEORGE MIDDLE,0.53,8247.353322
W E HOOVER EL,0.54,8332.217393
W B GREEN J H,0.4,10997.01054
W A PORTER EL,0.68,8742.237717
W A MARTIN EL,0.46,8932.864042
W A BLAIR EL,0.43,9796.911517
VOGEL EL,0.32,9596.587139
VIVIAN FOWLER EL,0.5,10446.30176
VISTA RIDGE MIDDLE,0.53,10419.81666
VISTA DEL SOL EL,0.53,9842.642392
VIRGINIA REINHARDT EL,0.63,9041.578964
VIOLA COBB EL,0.34,10671.01751
VINCENT MIDDLE,0.26,9762.248247
VILLARREAL EL,0.43,9718.436979
VILLAGE EL,0.48,8992.450898
VILLA NUEVA EL,0.35,9717.944725
VIDA N CLOVER EL,0.55,10374.56773
VICTOR H HEXTER EL,0.58,9335.724958
VICKERS EL,0.61,7828.367548
VIC ROBERTSON EL,0.38,11546.45973
VETERANS MEMORIAL EL,0.47,10323.89304
VESTAL EL,0.47,10654.67176
VERSIA WILLIAMS EL,0.31,9981.732125
VERNON MIDDLE,0.27,8959.685709
VERNON H S,0.4,9969.63112
VERNAL LISTER EL,0.43,10140.47945
VENUS MIDDLE,0.35,8894.178112
VENUS H S,0.48,11443.92563
VENABLE VILLAGE EL,0.52,9538.453047
VELMA PENNY EL,0.6,7864.830804
VAUGHN EL,0.72,7989.724587
VAN ZANDT-GUINN EL,0.18,11265.21457
VAN MIDDLE,0.52,7692.239609
VAN ALSTYNE J H,0.64,6813.070825
VAN ALSTYNE H S,0.77,9732.261708
VALLEY VIEW NORTH EL,0.82,10899.09595
VALLEY VIEW EL,0.65,11749.01344
VALLEY VIEW EL,0.63,11355.78767
VALLEY RIDGE EL,0.49,9715.835063
VALLEY CREEK EL,0.71,9667.851629
VALLE VERDE EARLY COLLEGE H S,0.88,9186.401606
UNION GROVE EL,0.54,8792.395987
UMPHREY LEE EL,0.37,10754.57481
TURNER EL,0.48,9633.278821
TROY H S,0.65,10124.83634
TROY EL,0.48,8127.356991
TROUP EL,0.56,8262.074377
TRINIDAD GARZA EARLY COLLEGE AT MT,0.99,8929.65153
TREASURE FOREST EL,0.16,10642.8873
TRAVIS HTS EL,0.45,10573.012
TRAVIS EL,0.36,12532.16902
TRAVIS EL,0.35,10420.09074
TRAVIS EL,0.35,10158.85568
TRAVIS EL,0.32,9763.979891
TRANSMOUNTAIN EARLY COLLEGE H S,0.9,9189.048321
TOWN CENTER EL,0.75,9261.042019
TOM R ELLISOR EL,0.39,9386.245193
TOM HICKS EL,0.65,8665.56001
TOM C GOOCH EL,0.48,11053.69517
TOLER EL,0.37,9391.389966
TIPPIN EL,0.72,9090.297047
TIMMERMAN EL,0.32,10207.24584
TIMBERWILDE EL,0.44,9792.652721
TIMBER CREEK EL,0.58,9111.762936
TIMBER CREEK EL,0.76,7994.990985
TIMBER CREEK EL,0.4,9707.38941
THURGOOD MARSHALL EL,0.34,10976.55058
THUNDERBIRD EL,0.34,8372.756886
THORNWOOD EL,0.29,10395.20554
THOMPSON EL,0.47,9970.202709
THOMPSON EL,0.37,8651.971095
THOMPSON EL,0.5,9322.565112
THOMPSON EL,0.4,10313.96429
THOMAS TOLBERT EL,0.44,10428.12408
THOMAS MIDDLE,0.19,10326.43381
THOMAS L MARSALIS EL,0.46,10085.53724
THOMAS J RUSK EL,0.48,8591.255887
THOMAS HANCOCK EL,0.26,10795.04708
THOMAS EL,0.48,9007.864583
THIGPEN-ZAVALA EL,0.41,9872.889403
THELMA ROSA SALINAS STEM EARLY COL,0.82,10863.83339
THELMA JONES EL,0.53,9166.239093
THE MEADOWS EL,0.36,11870.82704
TERRACE HILLS MIDDLE,0.35,9937.033784
TENAHA SCHOOLS,0.37,11643.19742
TEAGUE EL,0.41,9074.310921
TAYLOR EL,0.39,10717.03854
TAYLOR EL,0.66,9773.797958
TAYLOR CREEK EL,0.34,8179.915379
TAVOLA EL,0.37,10012.17376
TATUM H S,0.65,11767.67083
TATOM EL,0.39,7533.383174
TARVER EL,0.59,10355.63158
TARKINGTON PRI,0.32,7666.216135
TARKINGTON MIDDLE,0.45,8837.86919
TARKINGTON H S,0.62,10747.18522
TALLEY EL,0.89,7513.011721
TALKINGTON SCHOOL FOR YOUNG WOMEN,0.81,9265.613402
