Campname,Outcomes Dropdown,Total PPE
STEPHEN F AUSTIN EL,0.47,9631.503495
STEPHEN C FOSTER EL,0.45,10206.70069
STEHLIK EL,0.36,9493.454268
STARK EL,0.62,8314.437865
STALEY MIDDLE,0.56,10993.01327
STAHL EL,0.33,8724.906618
STAFFORD MIDDLE,0.7,8286.996047
STAFFORD EL,0.33,8466.491208
SPRING WOODS MIDDLE,0.25,10724.68256
SPRING SHADOW EL,0.29,10178.17846
SPRING OAKS MIDDLE,0.25,10925.17762
SPRING MEADOWS EL,0.37,9592.597158
SPRING GARDEN EL,0.5,8607.527926
SPRING CREEK EL,0.51,8458.165608
SPICEWOOD EL,0.83,6854.239016
SPENCE EL,0.34,8865.856575
SPEER EL,0.27,9520.668247
SPEARS EL,0.65,7550.692078
SPARKS EL,0.75,7180.4681
SOUTHWEST EL,0.44,9940.386411
SOUTHRIDGE EL,0.41,9630.17532
SOUTHMORE INT,0.39,11069.69511
SOUTH SHAVER EL,0.38,10524.84337
SOUTH KNOLL EL,0.45,9336.474827
SOUTH HOUSTON INT,0.46,11872.7747
SOUTH HILLS EL,0.26,8944.631035
SOUTH EULESS EL,0.57,8939.983909
SOUTH BOSQUE EL,0.78,7569.311807
SOUTH BELTON MIDDLE,0.45,8947.807149
SOUTH BELT EL,0.5,9898.687881
SOUR LAKE EL,0.55,8302.51815
SORTERS MILL EL,0.39,9971.955913
SONNY & ALLEGRA NANCE EL,0.41,8543.323567
SOMERSET J H,0.35,9158.740246
SOMERSET EL,0.52,9115.693347
SOCORRO MIDDLE,0.35,9705.334533
SNYDER H S,0.4,10278.67996
SMITHSON VALLEY MIDDLE,0.71,8691.394866
SMITHFIELD MIDDLE,0.78,8200.78119
SMITH EL,0.66,8544.096999
SMITH EL,0.51,7408.740807
SMITH EL,0.34,8914.414685
SMITH EL,0.27,9487.483071
SMITH EL,0.25,8639.531815
SMITH EL,0.63,8198.915854
SLOAN CREEK INT,0.82,10133.4311
SLAUGHTER EL,0.57,9902.029241
SKYVIEW EL,0.4,8322.532312
SILVERLAKE EL,0.69,8558.077054
SILVERCREST EL,0.79,7986.015676
SILVA HEALTH MAGNET,0.96,8467.47248
SILSBEE H S,0.43,10258.84782
SIGIFREDO PEREZ EL,0.47,9981.065198
SIERRA VISTA EL,0.48,8736.173433
SIDNEY LANIER EXPRESSIVE ARTS VANG,0.44,9353.215026
SHIRLEY DILL BROTHERS EL,0.65,8209.019305
SHERROD EL,0.3,9424.807665
SHELDON EL,0.41,8701.800697
SHELBYVILLE SCHOOL,0.54,10355.53069
SHEFFIELD EL,0.21,11253.38457
SHEARN EL,0.31,8232.681865
SHARYLAND NORTH J H,0.64,9769.015701
SHARON SHANNON EL,0.62,8614.702523
SHARON CHRISTA MCAULIFFE MIDDLE,0.22,10950.98287
SHANDS EL,0.43,8341.03813
SHADYDALE EL,0.38,8471.012835
SHADYCREST EL,0.7,8343.1288
SHADY BROOK EL,0.5,9244.47562
SHADOWGLEN EL,0.45,9163.589437
SHADOW RIDGE MIDDLE,0.78,8971.045779
SHADOW OAKS EL,0.27,10244.6107
SHACKELFORD J H,0.46,12180.35829
SGT ROBERTO ITUARTE,0.57,8591.835434
SGT MANUEL CHACON MIDDLE,0.35,11805.29178
SGT JOSE F CARRASCO EL,0.62,9297.081247
SETTLERS WAY EL,0.65,9517.754685
SERENE HILLS EL,0.67,7696.725545
SENDERA RANCH EL,0.48,8640.275526
SEMINOLE J H,0.35,10331.03493
SEM EL,0.76,7508.128983
SELMAN EL,0.46,9856.764705
SELLERS MIDDLE,0.33,8898.676836
SEGUIN EL,0.46,8786.18578
SEALY J H,0.46,10649.73767
SEALY H S,0.52,10618.09775
SEALY EL,0.32,9003.272699
SEALE J H,0.3,11150.13006
SEAGOVILLE NORTH EL,0.36,8485.17318
SEAGOVILLE EL,0.34,9156.351742
SEABOURN EL,0.41,7847.574969
SCOTT JOHNSON EL,0.34,7944.219698
SCOTT EL,0.63,7586.941637
SCOTSDALE EL,0.62,9610.695667
SCHULZE EL,0.43,10399.85878
SCHULTZ EL,0.51,8944.670631
SCHOOL AT ST GEORGE PLACE,0.56,8130.972354
SCHIMELPFENIG MIDDLE,0.78,8754.350939
SCHERTZ EL,0.35,9198.442126
SCHELL EL,0.64,8639.821274
SCHARBAUER EL,0.29,6987.333877
SCARBOROUGH H S,0.3,10702.43617
SCARBOROUGH EL,0.33,9014.625538
SAVANNAH LAKES EL,0.45,9563.543878
SAVANNAH HEIGHTS INT,0.32,8459.342942
SAVANNAH EL,0.55,7391.152595
SARAH S KING EL,0.25,10289.05308
SANTOS LIVAS EL,0.53,10543.12187
SANTO NINO EL,0.63,9184.557469
SANTA MARIA EL,0.56,9241.958616
SANGER H S,0.56,12352.88164
SAN LEON EL,0.42,9163.638029
SAN JACINTO J H,0.33,7920.7854
SAN JACINTO INT,0.31,10835.25213
SAN JACINTO EL,0.56,9121.345914
SAN JACINTO EL,0.3,8871.148231
SAN ISIDRO EL,0.7,10720.23564
SAN FELIPE MEMORIAL MIDDLE,0.42,9950.191942
SAN BENITO VETERANS MEMORIAL ACADE,0.55,11819.08582
SAN BENITO RIVERSIDE MIDDLE,0.36,12394.65802
SAMUEL BECK EL,0.77,7878.048104
SAM JAMISON MIDDLE,0.66,8354.615782
SAM HOUSTON EL,0.44,9683.835659
SAM HOUSTON EL,0.59,9066.624801
SALYERS EL,0.25,9836.352152
SALVADOR SANCHEZ MIDDLE,0.38,10215.82627
SALINAS EL,0.47,9089.787785
SALADO INT,0.27,8792.176558
SAGAMORE HILL EL,0.31,8440.553271
SABINE EL,0.57,7895.959903
RYAN EL,0.56,9448.441484
RYAN EL,0.62,9612.020779
RUTHERFORD EL,0.45,8444.314377
RUTH BARRON EL,0.46,10204.34071
RUSTIC OAK EL,0.68,8587.690157
RUSSELL EL,0.47,9066.963841
RUSK H S,0.58,9790.072335
RUMMEL CREEK EL,0.87,8335.930793
RUIZ EL,0.49,9529.690432
RUFUS C BURLESON EL,0.29,9062.951048
RUBEN HINOJOSA EL,0.39,10712.73696
ROYALWOOD EL,0.46,10043.67002
ROYAL RIDGE EL,0.37,8381.148832
ROYAL H S,0.36,12249.23402
ROYAL EL,0.33,10009.40429
ROY BENAVIDEZ EL,0.29,9223.437267
ROWE LANE EL,0.71,8592.427957
ROTH EL,0.5,8173.3748
ROSS MIDDLE,0.42,8197.174588
ROSE GARDEN EL,0.43,8780.621046
ROQUE GUERRA JR EL,0.45,10378.77096
ROOSTER SPRINGS EL,0.59,8247.235343
ROOSEVELT-WILSON EL,0.37,9613.826452
ROOSEVELT EL,0.49,8202.376855
RONALD W REAGAN MIDDLE,0.52,9413.670779
RONALD REAGAN EL,0.63,7974.109677
RONALD E MCNAIR MIDDLE,0.38,10742.82654
ROMULO D MARTINEZ EL,0.56,7897.96092
ROMA MIDDLE,0.49,10593.43518
ROLLING MEADOWS EL,0.56,8011.61492
ROGERS MIDDLE,0.73,7948.848823
ROGERS ACADEMY,0.28,9820.397256
RODRIGUEZ MIDDLE,0.41,8965.034075
RODOLFO RUDY SILVA JR EL,0.44,10461.41968
RODEO PALMS J H,0.46,10032.69451
ROCKPORT-FULTON MIDDLE,0.38,11045.94094
ROCKPORT-FULTON H S,0.59,11087.79878
ROCKBROOK EL,0.27,8936.597339
ROBINSON H S,0.62,10218.10988
ROBERTSON EL,0.64,7384.579028
ROBERTS ROAD EL,0.45,10068.72295
ROBERTS EL,0.85,7927.696198
ROBERTS EL,0.53,7948.41415
ROBERT T HILL MIDDLE,0.36,8922.71685
ROBERT P BRABHAM MIDDLE,0.52,8067.50335
ROBERT C ZAMORA MIDDLE,0.3,9465.714635
ROBERT B SEWELL EL,0.55,8504.934996
ROBBIE E HOWARD J H,0.51,9685.614731
ROANOKE EL,0.64,8577.870432
ROAN FOREST EL,0.71,7967.373822
RIVERA EL,0.46,9695.569256
RIVER VALLEY INT,0.78,8471.916961
RIVER TRAILS EL,0.6,8045.274665
RIVER RIDGE EL,0.79,8405.266558
RIVER PLACE EL,0.59,7956.827694
RIVER PINES EL,0.26,9809.44499
RIVER OAKS EL,0.82,7387.644175
RITA DRABEK EL,0.64,8943.16442
RISD ACAD,0.34,10298.01172
RIOJAS EL,0.61,8536.330561
RIDGLEA HILLS EL,0.5,9145.378135
RIDGEVIEW EL,0.55,8031.005608
RIDGEGATE EL,0.36,11352.98919
RIDGECREST EL,0.45,9676.458646
RIDE EL,0.74,7949.07699
RIDDLE EL,0.73,6776.551802
RICK SCHNEIDER MIDDLE,0.31,10223.12876
RICHTER EL,0.33,8911.878635
RICHLAND MIDDLE,0.4,9578.64755
RICHLAND EL,0.4,8038.361489
RICHEY EL,0.28,10381.24253
RICHARDSON WEST J H,0.56,9925.817703
RICHARDSON NORTH J H,0.6,9725.641327
RICHARDSON MIDDLE,0.53,8603.605099
RICHARDSON EL,0.38,10284.65675
RICHARDS SCH FOR YOUNG WOMEN LEADE,0.77,9695.81983
RICHARD J LEE EL,0.81,8369.548723
RICHARD E CAVAZOS EL,0.45,9579.676348
RICE EL,0.43,8341.438643
RICARDO SALINAS EL,0.48,7962.548501
RICARDO ESTRADA MIDDLE,0.44,9394.676086
RHODES MIDDLE,0.28,11099.76184
RESACA MIDDLE,0.58,10369.98944
REGINA HOWELL EL,0.42,8093.280166
REEVES-HINGER EL,0.55,7532.010569
REED ACADEMY,0.39,8364.158887
RED SANDS EL,0.46,9661.290993
RED ROCK EL,0.25,9030.533031
RED OAK EL,0.42,8763.180036
REAVES EL,0.48,8514.518027
RAYMOND EL,0.28,8869.434355
RAYE MCCOY EL,0.53,9505.257164
RAY EL,0.41,8778.441778
RAY DAILY EL,0.49,7990.536848
RAUL QUINTANILLA SR MIDDLE,0.49,10741.09019
RAUL LONGORIA EL,0.48,9161.223898
RAUL A GONZALEZ JR EL,0.41,9747.353246
RASCO MIDDLE,0.49,8880.079981
RANKIN EL,0.27,11270.66799
RANGE EL,0.41,8983.425677
RANDOLPH EL,0.75,11320.08355
RANCIER MIDDLE,0.33,9929.542391
RANCHO VERDE EL,0.71,8373.120922
RANCHO SIENNA EL,0.61,8204.790403
RAMIRO BARRERA MIDDLE,0.4,12054.00317
RALPH PFLUGER EL,0.58,7347.541792
RALPH PARR EL,0.56,8353.315449
RALPH EICKENROHT EL,0.27,10223.72468
RALPH BUNCHE EL,0.25,6810.713638
RALPH AND MARY LYNN BOYER EL,0.68,8121.382768
RAFAEL A CANTU J H,0.42,11387.95794
RADCLIFFE & SUE KILLAM EL,0.47,9397.891097
RABA EL,0.62,8904.455985
R YZAGUIRRE MIDDLE,0.32,11337.61289
R STEVE FOLSOM EL,0.63,8741.948696
R D MCADAMS J H,0.48,10826.55326
R C LOFLIN MIDDLE,0.46,8644.294053
R C BARTON MIDDLE,0.62,7854.82866
QUEENS INT,0.36,10649.80575
PURPLE HEART EL,0.48,8715.206743
PULLAM EL,0.7,7909.95267
PSJA THOMAS JEFFERSON T-STEM EARLY,0.66,9394.376267
PRESTWICK K-8 STEM ACADEMY,0.65,8833.610534
PRESIDENTIAL MEADOWS EL,0.33,9041.058333
PRAIRIE VISTA,0.45,8469.85057
PRAIRIE TRAIL ELEMENTARY,0.62,8683.546615
PRADA EL,0.43,9602.194933
POWELL EL,0.71,7621.550982
POTRANCO EL,0.56,8062.460813
PORTER EL,0.32,9590.081593
PORT NECHES MIDDLE,0.49,9108.413002
PORT ISABEL H S,0.41,12124.22198
POPHAM EL,0.25,9934.870034
POPE EL,0.86,7876.372491
PONDEROSA EL,0.47,9411.701598
PONDER EL,0.45,8634.637268
POMEROY EL,0.42,9621.602536
POLK EL,0.75,8040.479022
POE EL,0.57,7655.627179
PLUMMER EL,0.36,8311.314971
PLEASANTON J H,0.33,8985.071401
PLEASANT RUN EL,0.41,9953.0911
PLEASANT HILL EL,0.42,9414.162225
PLEASANT GROVE H S,0.61,10356.31042
PITTSBURG H S,0.74,11890.01337
PINNACLE INT,0.52,6463.386038
PINEY WOODS EL,0.4,8837.239583
PINEFOREST EL,0.45,9130.689865
PINE TREE MIDDLE,0.35,8681.159052
PINE TREE J H,0.4,8922.907024
PINE SHADOWS EL,0.4,9551.1603
PINE FOREST EL,0.41,9279.089151
PIETZSCH/MAC ARTHUR EL,0.14,8757.797376
PIERCE EL,0.63,9089.851939
PHILLIPS EL,0.64,7202.200197
PFC ROBERT P HERNANDEZ MIDDLE,0.4,10037.61757
PFC MARIO YBARRA EL,0.48,10326.45404
PETERSON MIDDLE,0.52,8164.272989
PETERS COLONY EL,0.46,9951.850515
PERSHING PARK EL,0.37,9638.576846
PERRYTON H S,0.53,11073.75783
PERKINS MIDDLE,0.41,10637.06684
PEREZ EL,0.38,11450.4152
PEEBLES EL,0.36,9603.220468
PECAN TRAIL INT,0.65,7062.532401
PECAN GROVE EL,0.6,9540.760224
PECAN CREEK EL,0.52,9396.646644
PEBBLE HILLS EL,0.52,9229.885367
PEASTER EL,0.49,10736.63459
PEARSON RANCH MIDDLE,0.74,7814.700491
PEARSON MIDDLE,0.84,8330.392054
PEARLAND J H WEST,0.64,8831.34863
PEARLAND J H SOUTH,0.64,8886.089421
PEARLAND J H EAST,0.68,8864.502427
PEARL M HIRSCH EL,0.34,9409.638071
PEARL HALL EL,0.4,10477.80476
PEACH EL,0.29,8232.986738
PATTI WELDER MIDDLE,0.28,9485.59801
PATRICK EL,0.34,8729.744049
PATRICIA S GARZA EL,0.26,8675.480378
PAT REYNOLDS EL,0.4,9279.893674
PASODALE EL,0.43,10196.58547
PARMLEY EL,0.39,9157.91228
PARKWAY EL,0.34,8860.012374
PARKWAY EL,0.34,9880.627365
PARKHILL J H,0.65,9075.373089
PARKER EL,0.45,10323.12516
PARKER EL,0.37,9151.697343
PARKER EL,0.59,8300.839046
PARKDALE EL,0.31,9274.779732
PARK VIEW INT,0.41,12300.38889
PARK LAKES EL,0.35,9538.309955
PARIS H S,0.56,10385.15222
PAREDES M S,0.29,9991.318813
PAMPA J H,0.37,8811.312279
PALOMA CREEK EL,0.42,7606.033156
PALO ALTO MIDDLE,0.27,11298.8678
PADRON EL,0.47,10333.76269
P H GREENE EL,0.56,9070.442026
P E WALLACE MIDDLE,0.36,8435.654233
OWENS EL,0.41,9442.79062
OWENS EL,0.51,8533.286204
OVETA CULP HOBBY EL,0.45,8993.373086
OUIDA SPRINGER,0.61,8178.727539
OTT EL,0.4,8203.633692
ORTIZ EL,0.76,10486.92965
ORR EL,0.32,7962.083247
ORANGEFIELD EL,0.46,8631.350772
ORANGE GROVE EL,0.29,8555.142
OPPE EL,0.64,11345.25237
ONALASKA EL,0.54,9694.273395
OLMOS EL,0.54,10282.43072
OLMITO EL,0.75,8991.571661
OLIVERO GARZA SR EL,0.55,8514.835454
OLIVER WENDELL HOLMES HUMANITIES/C,0.31,10073.13108
OLESON EL,0.36,8568.837969
OLD TOWN EL,0.58,8164.181992
OGLE EL,0.61,7172.297096
OGDEN EL,0.25,9172.068832
OGDEN ACADEMY,0.2,12342.63663
OFFICER LEONARD A REED EL,0.45,9080.167067
ODOM MIDDLE,0.45,8273.453718
OAKWOOD TERRACE EL,0.49,9228.63499
OAKWOOD INT,0.55,8209.708167
OAKMONT EL,0.45,9534.685737
OAKLEY EL,0.35,9096.883873
OAKLAND EL,0.65,8934.33707
OAKCREST INT,0.7,7632.842318
OAK RIDGE EL,0.6,7849.219248
OAK RIDGE EL,0.53,8035.931019
OAK POINT EL,0.4,8617.587758
OAK PARK SPECIAL EMPHASIS SCHOOL,0.32,9385.697071
OAK MEADOWS EL,0.37,9322.310339
OAK HILLS TERRACE EL,0.26,9536.356033
OAK HILL EL,0.5,9063.318205
OAK FOREST EL,0.73,7920.509815
OAK FOREST EL,0.43,9653.256877
OAK FOREST EL,0.34,9080.695757
OAK CREST EL,0.31,9012.266706
O'SHEA KELEHER EL,0.61,8032.28911
O HENRY MIDDLE,0.55,9910.980172
O H STOWE EL,0.49,8541.627518
O A PETERSON,0.57,8671.275744
NYE EL,0.52,9454.773422
NOTTINGHAM COUNTRY EL,0.59,10129.1847
NORTHSIDE EL,0.38,9559.335446
NORTHPOINTE INT,0.74,7553.034309
NORTHGATE EL,0.5,9073.04548
NORTHERN HILLS EL,0.34,8733.135193
NORTHBROOK MIDDLE,0.33,11609.38725
NORTH RIDGE MIDDLE,0.62,8819.934368
NORTH RIDGE EL,0.47,7591.334124
NORTH POINTE EL,0.55,9555.044089
NORTH LAMAR H S,0.64,11301.44379
NORTH HEIGHTS EL,0.31,9820.545314
NORTH EULESS EL,0.5,8183.844001
NORTH EL,0.47,8643.177476
NORTH EL,0.46,8857.43451
NORTH CREEK EL,0.6,8538.328429
NORTH BRIDGE EL,0.44,10390.64116
NORTH BELT EL,0.26,9947.375193
NORMANDY CROSSING EL,0.41,10802.58827
NORMA J PASCHAL EL,0.49,8008.401868
NORMA DORSEY EL,0.51,8352.883424
NOLANVILLE EL,0.49,10762.05994
NOLAN RYAN J H,0.6,10080.61213
NOLAN MIDDLE,0.31,9746.318572
NOLA KATHRYN WILSON EL,0.57,8069.893187
NOEL GRISHAM MIDDLE,0.61,9479.313075
NIXON EL,0.5,8946.180485
NITSCH EL,0.26,11069.15961
NITA PEARSON EL,0.49,8549.165539
NIMITZ NINTH GRADE,0.45,10066.63839
NICHOLS J H,0.36,11383.54045
NICHOLS INT,0.31,8513.652092
NICHOLS EL,0.79,6839.756959
NEYSA CALLISON EL,0.35,9007.709482
NEWTON RAYZOR EL,0.49,9475.311354
NEWTON COLLINS EL,0.28,10102.11951
NEWPORT EL,0.51,7941.66602
NEWMAN EL,0.76,7301.633235
NEWMAN EL,0.53,9992.691292
NEW CANEY MIDDLE,0.42,10473.63486
NEW CANEY EL,0.38,10235.18365
NEW BRAUNFELS H S NINTH GRADE CENT,0.72,7293.740873
NELSON MIDDLE,0.82,8278.86831
NELSON EL,0.55,8792.017923
NELL HILL RHEA EL,0.64,7025.471546
NEIDIG EL,0.29,10184.48434
NEFF EL,0.37,8223.058449
NEEDVILLE MIDDLE,0.54,8138.855283
NAVASOTA J H,0.24,9080.151127
NAVASOTA H S,0.42,11211.32978
NAVARRO MIDDLE,0.28,9580.829652
NAVARRO H S,0.7,9638.652516
NASH EL,0.45,7269.292675
NAOMI PRESS EL,0.48,9806.272675
NAOMI PASEMANN EL,0.32,9690.028239
NANCY MOSELEY EL,0.51,9337.804449
MYRTLE COOPER EL,0.54,8149.786887
MYERS EL,0.39,9418.892335
MURRY FLY EL,0.4,7433.635157
MURNIN EL,0.46,8178.97221
MURCHISON EL,0.73,8376.808003
MUELLER EL,0.58,8395.58907
MT VERNON EL,0.37,8581.12213
MT VALLEY MIDDLE,0.58,8223.354697
MT PEAK EL,0.57,7721.04683
MOZELLE BROWN EL,0.57,8149.920667
MOUNTAIN VIEW H S,0.47,11171.171
MOUNT PLEASANT J H,0.44,9698.933223
MOTT EL,0.55,8810.750637
MORRIS MIDDLE,0.45,9994.532847
MORNINGSIDE MIDDLE,0.2,10359.55034
MORNINGSIDE EL,0.41,7992.213295
MORGAN EL MAGNET SCHOOL,0.6,10718.90373
MORENO J H,0.26,8726.784464
MORENO EL,0.53,8467.647608
MOREHEAD MIDDLE,0.34,10004.95
MORALES J H,0.26,10606.79315
MOORE EL,0.57,8147.881163
MOORE EL,0.53,8170.460525
MOONEYHAM EL,0.7,7422.362845
MONTWOOD MIDDLE,0.48,9872.885249
MONTE CRISTO EL,0.51,8812.992797
MONTANA VISTA EL,0.42,9657.175822
MONTAGUE VILLAGE EL,0.57,9495.290257
MONTA JANE AKIN EL,0.66,7145.01154
MONNIG MIDDLE,0.31,10325.35275
MONAHANS H S,0.26,9129.871044
MOISES VELA MIDDLE,0.48,9877.806267
MOCKINGBIRD EL,0.71,8596.730743
MITZI BOND EL,0.63,8864.551582
MITCHELL EL,0.58,10884.5674
MISSION WEST EL,0.39,10268.35038
MISSION RIDGE,0.39,8590.463461
MISSION J H,0.48,9566.49867
MISS MAY VERNON EL,0.47,8459.147474
MIRELES EL,0.67,8064.540295
MINERAL WELLS H S,0.47,11494.75909
MINA EL,0.52,9460.692151
MIMS EL,0.62,8421.113505
MILTON COOPER EL,0.44,9432.118835
MILLSAP EL,0.55,9053.024521
MILLS EL,0.76,8581.318192
MILLER MIDDLE,0.37,10210.95919
MILLER JORDAN MIDDLE,0.3,11142.57065
MILLER INT,0.53,10419.48907
MILLER EL,0.52,7142.924323
MILLER EL,0.6,8287.880916
MILLER EL,0.43,9362.813478
MILDRED JENKINS EL,0.27,10756.14917
MILAM EL,0.6,8004.186428
MILAM EL,0.67,8339.383704
MILAM EL,0.35,8626.316397
MIKE MOSES MIDDLE,0.43,8988.265338
MIKE MOSELEY EL,0.48,9041.030088
MIDWAY PARK EL,0.53,8804.81308
MIDLAND FRESHMAN H S,0.54,7698.091918
MICHAEL EL,0.31,8684.235571
MICHAEL E FOSSUM MIDDLE,0.6,9375.374017
MH SPECHT EL,0.65,7613.437079
MEYER EL,0.45,9048.292543
MEYER EL,0.34,9697.702222
METZLER EL,0.61,8039.747882
METCALF EL,0.44,9250.865046
MERIDIANA EL,0.46,8469.094903
MENCHACA EL,0.4,9529.079466
MEMORIAL PARKWAY J H,0.63,10302.97717
MEMORIAL PARKWAY EL,0.48,9986.397759
MEMORIAL MIDDLE,0.44,10423.37202
MEMORIAL MIDDLE,0.46,12227.02838
MEMORIAL MIDDLE,0.45,10364.67148
MELISSA MIDDLE,0.72,8314.269687
MELILLO MIDDLE,0.55,10368.2905
MELBA PASSMORE EL,0.43,10317.40259
MEDIO CREEK EL,0.45,10512.46422
MEDINA VALLEY MIDDLE,0.5,9275.52621
MEDINA VALLEY LOMA ALTA MIDDLE,0.54,8806.689137
MEADOWS EL,0.36,7913.364677
MEADOWCREEK EL,0.35,9612.459239
MEADOWBROOK MIDDLE,0.32,9712.977904
MEADOW CREEK EL,0.67,8472.656868
MEAD EL,0.37,9682.716137
MEACHAM MIDDLE,0.3,8988.114715
MCWHORTER EL,0.37,8523.198065
MCROBERTS EL,0.52,10721.08063
MCRAE EL,0.33,9280.303624
MCNUTT EL,0.42,8549.268146
MCMICHAEL MIDDLE,0.32,8833.799253
MCMATH MIDDLE,0.51,10252.42596
MCKAMY MIDDLE,0.81,8180.660059
MCDONALD MIDDLE,0.36,8501.933676
MCDERMOTT EL,0.36,10081.93771
MCCALL EL,0.69,8379.538423
MAYDE CREEK EL,0.47,10970.00997
MAXDALE EL,0.32,9465.157937
MAX O VAUGHAN EL,0.74,8385.518678
MATTHYS EL,0.33,10258.0701
MATA INT,0.34,8827.939846
MASSEY RANCH EL,0.59,8562.641555
MARY MCLEOD BETHUNE EL,0.47,9662.089815
MARY LOU HARTMAN,0.36,8499.919689
MARY HARRIS INT,0.36,9461.624486
MARY EVANS EL,0.87,8586.022219
MARY BURKS MAREK EL,0.66,9228.486134
MARY AUSTIN HOLLEY EL,0.42,9687.019712
MARTIN MIDDLE,0.27,9554.27709
MARTIN EL,0.26,9639.340109
MARTIN EL,0.35,9457.602774
MARTIN EL,0.15,8358.420308
MARTHA HUNT EL,0.77,8862.049417
MARSHALL MIDDLE,0.35,9411.125829
MARSHALL KENDRICK MIDDLE,0.38,9683.421697
MARSHALL DURHAM MIDDLE,0.33,9588.22033
MARSH MIDDLE,0.31,8146.504494
MARK WHITE EL,0.45,7857.140397
MARK TWAIN EL,0.39,9659.287866
MARIA ALICIA P MUNOZ EL,0.4,8174.434303
MARGUERITE J LUNDY EL,0.71,8742.454664
MARGIL ACADEMY,0.33,10670.66367
MARGARET TAYLOR SMITH EL,0.42,7069.515731
MARCIA R GARZA,0.53,9715.658851
MARCELLA EL,0.38,9048.094346
MAPLEBROOK EL,0.47,9090.188637
MAPLE LAWN EL,0.39,9983.562432
MANOR NEW TECHNOLOGY MIDDLE,0.4,9261.423588
MANOR MIDDLE,0.32,10381.16453
MANOR MIDDLE,0.23,10109.93827
MANN MIDDLE,0.38,8411.247819
MANDARIN IMMERSION MAGNET SCHOOL,0.82,7701.72283
MANCE PARK MIDDLE,0.36,8605.396741
MAMBRINO SCHOOL,0.55,9511.763936
MAHAFFEY EL,0.57,8415.573718
MAGOFFIN MIDDLE,0.36,9140.975026
MAGNOLIA PARKWAY EL,0.45,8722.934118
MAGNOLIA EL,0.63,8694.326047
MAGNOLIA EL,0.37,9342.013984
MAGEE EL,0.57,9195.714948
MAE SMYTHE EL,0.32,9072.750828
MADISONVILLE H S,0.52,11529.92773
MADELEY RANCH EL,0.58,7671.768108
MACKEY EL,0.41,8590.701997
MACKENZIE MIDDLE,0.31,8070.012269
MACARTHUR EL-INT,0.42,9158.000191
MACARTHUR EL,0.48,9653.936065
M L KING MIDDLE,0.18,8779.74291
LYNN LUCAS MIDDLE,0.33,8835.529853
LYFORD EL,0.42,11764.84015
LUMBERTON MIDDLE,0.53,7496.69044
LULA BELLE GOODMAN EL,0.34,10470.73106
LUELLA MERRETT EL,0.38,8988.421715
LUCKEY RANCH EL,0.54,8030.01536
LUCIO MIDDLE,0.38,9739.281697
LUBBOCK-COOPER WEST EL,0.64,7578.182076
LUBBOCK-COOPER SOUTH EL,0.61,8400.308601
LUBBOCK-COOPER NORTH EL,0.46,8914.7048
LUBBOCK-COOPER MIDDLE,0.56,8609.372296
LUBBOCK-COOPER CENTRAL EL,0.54,7355.381874
LOWERY ROAD,0.35,9470.708396
LOWELL SMITH JR MIDDLE,0.35,9264.757161
LOVETT EL,0.64,8414.779723
LOUISE WOLFF KAHN EL,0.51,9455.743763
LOST PINES EL,0.28,8845.533701
LOS CUATES MIDDLE,0.59,9330.997694
LORENZO DE ZAVALA MIDDLE,0.42,11981.96117
LORENZO DE ZAVALA ENVIRONMENTAL SC,0.52,8457.436801
LORAINE T GOLBOW EL,0.53,9801.325126
LONGFELLOW EL,0.35,11317.5299
LONG MIDDLE,0.3,10548.10065
LONG EL,0.48,8727.434746
LONG ACADEMY,0.34,8564.769735
LONE STAR EL,0.68,7924.231996
LONE STAR EL,0.65,7767.499498
LOMAX J H,0.46,10758.34078
LOMA VERDE,0.66,8850.106114
LOMA PARK EL,0.26,10350.37752
LOIS LINDSEY EL,0.71,8041.969131
LOGAN EL,0.38,9904.399968
LOCKE HILL EL,0.47,8940.501653
LLOYD R FERGUSON EL,0.6,8693.792355
LLOYD M BENTSEN EL,0.55,10021.59637
LIZZIE NELL CUNDIFF MCCLURE EL,0.66,9106.385262
LIVINGSTON INT,0.35,9451.761818
LIVELY EL,0.33,9786.009554
LIVE OAK RIDGE MIDDLE,0.32,9291.301294
LITTLE EL,0.57,8423.624687
LISCANO EL,0.75,6825.162445
LINDALE JUNIOR HIGH,0.74,7888.753357
LINDA JOBE MIDDLE,0.6,7941.754431
LINCOLN MIDDLE,0.46,9514.740465
LINCOLN MIDDLE,0.33,11210.21548
LINCOLN MIDDLE,0.26,9318.266491
LINCOLN HUMANITIES/COMMUNICATIONS,0.32,11645.99346
LIGHT FARMS EL,0.7,8537.670723
LIGARDE EL,0.55,9287.876882
LIESTMAN EL,0.4,9890.047052
LIEDER EL,0.42,9194.989869
LIECK EL,0.51,8214.180826
LIBERTY-EYLAU MIDDLE,0.31,10131.204
LIBERTY-EYLAU H S,0.36,12855.93779
LIBERTY-EYLAU EL,0.23,9541.791351
LIBERTY MIDDLE,0.37,11781.02205
LIBERTY MEMORIAL MIDDLE,0.52,9964.076476
LIBERTY J H,0.48,10792.1813
LIBERTY HILL J H,0.69,8782.667459
LIBERTY HILL INT,0.61,7772.506717
LIBERTY EL,0.4,11021.62105
LEWISVILLE EL,0.2,10238.88386
LEWIS EL,0.5,9403.58662
LEWIS EL,0.33,8618.186365
LEWIS EL,0.5,6484.957927
LEVELLAND H S,0.57,10963.27686
